antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
"frozenset({'SibSp', 'classification', 'Pclass'})","frozenset({'Age', 'Fare'})",0.2986111111111111,0.9861111111111112,0.2986111111111111,1.0,1.0140845070422535,0.004147376543209846,inf
"frozenset({'SibSp', 'Age', 'Pclass'})","frozenset({'classification', 'Fare'})",0.2986111111111111,0.9861111111111112,0.2986111111111111,1.0,1.0140845070422535,0.004147376543209846,inf
"frozenset({'SibSp', 'Fare'})","frozenset({'classification', 'Age', 'Pclass'})",0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'classification'})","frozenset({'Age', 'Fare', 'Pclass'})",0.2986111111111111,0.9861111111111112,0.2986111111111111,1.0,1.0140845070422535,0.004147376543209846,inf
"frozenset({'SibSp', 'Age'})","frozenset({'classification', 'Fare', 'Pclass'})",0.2986111111111111,0.9861111111111112,0.2986111111111111,1.0,1.0140845070422535,0.004147376543209846,inf
"frozenset({'SibSp', 'Pclass'})","frozenset({'classification', 'Age', 'Fare'})",0.2986111111111111,0.9861111111111112,0.2986111111111111,1.0,1.0140845070422535,0.004147376543209846,inf
frozenset({'SibSp'}),"frozenset({'classification', 'Age', 'Fare', 'Pclass'})",0.2986111111111111,0.9861111111111112,0.2986111111111111,1.0,1.0140845070422535,0.004147376543209846,inf
"frozenset({'SibSp', 'classification', 'Age', 'Embarked'})",frozenset({'Pclass'}),0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'classification', 'Pclass', 'Embarked'})",frozenset({'Age'}),0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'classification', 'Age', 'Pclass'})",frozenset({'Embarked'}),0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'Embarked', 'Age', 'Pclass'})",frozenset({'classification'}),0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'classification', 'Embarked'})","frozenset({'Age', 'Pclass'})",0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'classification', 'Age'})","frozenset({'Embarked', 'Pclass'})",0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'classification', 'Pclass'})","frozenset({'Embarked', 'Age'})",0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'Embarked', 'Age'})","frozenset({'classification', 'Pclass'})",0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'Embarked', 'Pclass'})","frozenset({'classification', 'Age'})",0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'Age', 'Pclass'})","frozenset({'Embarked', 'classification'})",0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'classification'})","frozenset({'Embarked', 'Age', 'Pclass'})",0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'Embarked'})","frozenset({'classification', 'Age', 'Pclass'})",0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'Age'})","frozenset({'Embarked', 'classification', 'Pclass'})",0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'Pclass'})","frozenset({'Embarked', 'classification', 'Age'})",0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
frozenset({'SibSp'}),"frozenset({'Embarked', 'classification', 'Age', 'Pclass'})",0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'Parch', 'Age', 'Fare'})",frozenset({'Pclass'}),0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'Parch', 'Fare', 'Pclass'})",frozenset({'Age'}),0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Parch', 'Age', 'Fare', 'Pclass'})",frozenset({'Embarked'}),0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'Parch', 'Age', 'Pclass'})",frozenset({'Fare'}),0.2708333333333333,0.9861111111111112,0.2708333333333333,1.0,1.0140845070422535,0.00376157407407407,inf
"frozenset({'Embarked', 'Parch', 'Fare'})","frozenset({'Age', 'Pclass'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Parch', 'Age', 'Fare'})","frozenset({'Embarked', 'Pclass'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Parch', 'Fare', 'Pclass'})","frozenset({'Embarked', 'Age'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'Parch', 'Age'})","frozenset({'Fare', 'Pclass'})",0.2708333333333333,0.9861111111111112,0.2708333333333333,1.0,1.0140845070422535,0.00376157407407407,inf
"frozenset({'Embarked', 'Parch', 'Pclass'})","frozenset({'Age', 'Fare'})",0.2708333333333333,0.9861111111111112,0.2708333333333333,1.0,1.0140845070422535,0.00376157407407407,inf
"frozenset({'Parch', 'Age', 'Pclass'})","frozenset({'Embarked', 'Fare'})",0.2708333333333333,0.9861111111111112,0.2708333333333333,1.0,1.0140845070422535,0.00376157407407407,inf
"frozenset({'Parch', 'Fare'})","frozenset({'Embarked', 'Age', 'Pclass'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'Parch'})","frozenset({'Age', 'Fare', 'Pclass'})",0.2708333333333333,0.9861111111111112,0.2708333333333333,1.0,1.0140845070422535,0.00376157407407407,inf
"frozenset({'Parch', 'Age'})","frozenset({'Embarked', 'Fare', 'Pclass'})",0.2708333333333333,0.9861111111111112,0.2708333333333333,1.0,1.0140845070422535,0.00376157407407407,inf
"frozenset({'Parch', 'Pclass'})","frozenset({'Embarked', 'Age', 'Fare'})",0.2708333333333333,0.9861111111111112,0.2708333333333333,1.0,1.0140845070422535,0.00376157407407407,inf
frozenset({'Parch'}),"frozenset({'Embarked', 'Age', 'Fare', 'Pclass'})",0.2708333333333333,0.9861111111111112,0.2708333333333333,1.0,1.0140845070422535,0.00376157407407407,inf
"frozenset({'classification', 'Parch', 'Fare', 'Age'})",frozenset({'Pclass'}),0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'classification', 'Parch', 'Fare', 'Pclass'})",frozenset({'Age'}),0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Parch', 'Age', 'Fare', 'Pclass'})",frozenset({'classification'}),0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'classification', 'Age', 'Parch', 'Pclass'})",frozenset({'Fare'}),0.2708333333333333,0.9861111111111112,0.2708333333333333,1.0,1.0140845070422535,0.00376157407407407,inf
"frozenset({'classification', 'Parch', 'Fare'})","frozenset({'Age', 'Pclass'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Parch', 'Age', 'Fare'})","frozenset({'classification', 'Pclass'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Parch', 'Fare', 'Pclass'})","frozenset({'classification', 'Age'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'classification', 'Age', 'Parch'})","frozenset({'Fare', 'Pclass'})",0.2708333333333333,0.9861111111111112,0.2708333333333333,1.0,1.0140845070422535,0.00376157407407407,inf
"frozenset({'classification', 'Parch', 'Pclass'})","frozenset({'Age', 'Fare'})",0.2708333333333333,0.9861111111111112,0.2708333333333333,1.0,1.0140845070422535,0.00376157407407407,inf
"frozenset({'Parch', 'Age', 'Pclass'})","frozenset({'classification', 'Fare'})",0.2708333333333333,0.9861111111111112,0.2708333333333333,1.0,1.0140845070422535,0.00376157407407407,inf
"frozenset({'Parch', 'Fare'})","frozenset({'classification', 'Age', 'Pclass'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'classification', 'Parch'})","frozenset({'Age', 'Fare', 'Pclass'})",0.2708333333333333,0.9861111111111112,0.2708333333333333,1.0,1.0140845070422535,0.00376157407407407,inf
"frozenset({'Parch', 'Age'})","frozenset({'classification', 'Fare', 'Pclass'})",0.2708333333333333,0.9861111111111112,0.2708333333333333,1.0,1.0140845070422535,0.00376157407407407,inf
"frozenset({'Parch', 'Pclass'})","frozenset({'classification', 'Age', 'Fare'})",0.2708333333333333,0.9861111111111112,0.2708333333333333,1.0,1.0140845070422535,0.00376157407407407,inf
frozenset({'Parch'}),"frozenset({'classification', 'Age', 'Fare', 'Pclass'})",0.2708333333333333,0.9861111111111112,0.2708333333333333,1.0,1.0140845070422535,0.00376157407407407,inf
"frozenset({'Embarked', 'classification', 'Age', 'Parch'})",frozenset({'Pclass'}),0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'classification', 'Parch', 'Pclass'})",frozenset({'Age'}),0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'classification', 'Age', 'Parch', 'Pclass'})",frozenset({'Embarked'}),0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'Parch', 'Age', 'Pclass'})",frozenset({'classification'}),0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'classification', 'Parch'})","frozenset({'Age', 'Pclass'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'classification', 'Age', 'Parch'})","frozenset({'Embarked', 'Pclass'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'classification', 'Parch', 'Pclass'})","frozenset({'Embarked', 'Age'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'Parch', 'Age'})","frozenset({'classification', 'Pclass'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'Parch', 'Pclass'})","frozenset({'classification', 'Age'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Parch', 'Age', 'Pclass'})","frozenset({'Embarked', 'classification'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'classification', 'Parch'})","frozenset({'Embarked', 'Age', 'Pclass'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'Parch'})","frozenset({'classification', 'Age', 'Pclass'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Parch', 'Age'})","frozenset({'Embarked', 'classification', 'Pclass'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Parch', 'Pclass'})","frozenset({'Embarked', 'classification', 'Age'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
frozenset({'Parch'}),"frozenset({'Embarked', 'classification', 'Age', 'Pclass'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'classification', 'Age', 'Fare'})",frozenset({'Pclass'}),0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'classification', 'Fare', 'Pclass'})",frozenset({'Age'}),0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
"frozenset({'classification', 'Age', 'Fare', 'Pclass'})",frozenset({'Embarked'}),0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'Age', 'Fare', 'Pclass'})",frozenset({'classification'}),0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'classification', 'Age', 'Pclass'})",frozenset({'Fare'}),1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0
"frozenset({'Embarked', 'classification', 'Fare'})","frozenset({'Age', 'Pclass'})",0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
"frozenset({'classification', 'Age', 'Fare'})","frozenset({'Embarked', 'Pclass'})",0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
"frozenset({'classification', 'Fare', 'Pclass'})","frozenset({'Embarked', 'Age'})",0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'Age', 'Fare'})","frozenset({'classification', 'Pclass'})",0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'Fare', 'Pclass'})","frozenset({'classification', 'Age'})",0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
"frozenset({'Age', 'Fare', 'Pclass'})","frozenset({'Embarked', 'classification'})",0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'classification', 'Age'})","frozenset({'Fare', 'Pclass'})",1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0
"frozenset({'Embarked', 'classification', 'Pclass'})","frozenset({'Age', 'Fare'})",1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0
"frozenset({'classification', 'Age', 'Pclass'})","frozenset({'Embarked', 'Fare'})",1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0
"frozenset({'Embarked', 'Age', 'Pclass'})","frozenset({'classification', 'Fare'})",1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0
"frozenset({'classification', 'Fare'})","frozenset({'Embarked', 'Age', 'Pclass'})",0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'Fare'})","frozenset({'classification', 'Age', 'Pclass'})",0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
"frozenset({'Age', 'Fare'})","frozenset({'Embarked', 'classification', 'Pclass'})",0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
"frozenset({'Fare', 'Pclass'})","frozenset({'Embarked', 'classification', 'Age'})",0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'classification'})","frozenset({'Age', 'Fare', 'Pclass'})",1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0
"frozenset({'classification', 'Age'})","frozenset({'Embarked', 'Fare', 'Pclass'})",1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0
"frozenset({'classification', 'Pclass'})","frozenset({'Embarked', 'Age', 'Fare'})",1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0
"frozenset({'Embarked', 'Age'})","frozenset({'classification', 'Fare', 'Pclass'})",1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0
"frozenset({'Embarked', 'Pclass'})","frozenset({'classification', 'Age', 'Fare'})",1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0
"frozenset({'Age', 'Pclass'})","frozenset({'Embarked', 'classification', 'Fare'})",1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0
frozenset({'Fare'}),"frozenset({'Embarked', 'classification', 'Age', 'Pclass'})",0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
frozenset({'classification'}),"frozenset({'Embarked', 'Age', 'Fare', 'Pclass'})",1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0
frozenset({'Embarked'}),"frozenset({'classification', 'Age', 'Fare', 'Pclass'})",1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0
frozenset({'Age'}),"frozenset({'Embarked', 'classification', 'Fare', 'Pclass'})",1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0
frozenset({'Pclass'}),"frozenset({'Embarked', 'classification', 'Age', 'Fare'})",1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0
"frozenset({'SibSp', 'classification', 'Fare', 'Embarked'})",frozenset({'Pclass'}),0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'classification', 'Fare', 'Pclass'})",frozenset({'Embarked'}),0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'Embarked', 'Fare', 'Pclass'})",frozenset({'classification'}),0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'classification', 'Pclass', 'Embarked'})",frozenset({'Fare'}),0.2986111111111111,0.9861111111111112,0.2986111111111111,1.0,1.0140845070422535,0.004147376543209846,inf
"frozenset({'SibSp', 'classification', 'Fare'})","frozenset({'Embarked', 'Pclass'})",0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'Embarked', 'Fare'})","frozenset({'classification', 'Pclass'})",0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'Fare', 'Pclass'})","frozenset({'Embarked', 'classification'})",0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'classification', 'Embarked'})","frozenset({'Fare', 'Pclass'})",0.2986111111111111,0.9861111111111112,0.2986111111111111,1.0,1.0140845070422535,0.004147376543209846,inf
"frozenset({'SibSp', 'classification', 'Pclass'})","frozenset({'Embarked', 'Fare'})",0.2986111111111111,0.9861111111111112,0.2986111111111111,1.0,1.0140845070422535,0.004147376543209846,inf
"frozenset({'SibSp', 'Embarked', 'Pclass'})","frozenset({'classification', 'Fare'})",0.2986111111111111,0.9861111111111112,0.2986111111111111,1.0,1.0140845070422535,0.004147376543209846,inf
"frozenset({'SibSp', 'Fare'})","frozenset({'Embarked', 'classification', 'Pclass'})",0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'classification'})","frozenset({'Embarked', 'Fare', 'Pclass'})",0.2986111111111111,0.9861111111111112,0.2986111111111111,1.0,1.0140845070422535,0.004147376543209846,inf
"frozenset({'SibSp', 'Embarked'})","frozenset({'classification', 'Fare', 'Pclass'})",0.2986111111111111,0.9861111111111112,0.2986111111111111,1.0,1.0140845070422535,0.004147376543209846,inf
"frozenset({'SibSp', 'Pclass'})","frozenset({'Embarked', 'classification', 'Fare'})",0.2986111111111111,0.9861111111111112,0.2986111111111111,1.0,1.0140845070422535,0.004147376543209846,inf
frozenset({'SibSp'}),"frozenset({'Embarked', 'classification', 'Fare', 'Pclass'})",0.2986111111111111,0.9861111111111112,0.2986111111111111,1.0,1.0140845070422535,0.004147376543209846,inf
"frozenset({'Embarked', 'classification', 'Parch', 'Fare'})",frozenset({'Pclass'}),0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'classification', 'Parch', 'Fare', 'Pclass'})",frozenset({'Embarked'}),0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'Parch', 'Fare', 'Pclass'})",frozenset({'classification'}),0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'classification', 'Parch', 'Pclass'})",frozenset({'Fare'}),0.2708333333333333,0.9861111111111112,0.2708333333333333,1.0,1.0140845070422535,0.00376157407407407,inf
"frozenset({'classification', 'Parch', 'Fare'})","frozenset({'Embarked', 'Pclass'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'Parch', 'Fare'})","frozenset({'classification', 'Pclass'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Parch', 'Fare', 'Pclass'})","frozenset({'Embarked', 'classification'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'classification', 'Parch'})","frozenset({'Fare', 'Pclass'})",0.2708333333333333,0.9861111111111112,0.2708333333333333,1.0,1.0140845070422535,0.00376157407407407,inf
"frozenset({'classification', 'Parch', 'Pclass'})","frozenset({'Embarked', 'Fare'})",0.2708333333333333,0.9861111111111112,0.2708333333333333,1.0,1.0140845070422535,0.00376157407407407,inf
"frozenset({'Embarked', 'Parch', 'Pclass'})","frozenset({'classification', 'Fare'})",0.2708333333333333,0.9861111111111112,0.2708333333333333,1.0,1.0140845070422535,0.00376157407407407,inf
"frozenset({'Parch', 'Fare'})","frozenset({'Embarked', 'classification', 'Pclass'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'classification', 'Parch'})","frozenset({'Embarked', 'Fare', 'Pclass'})",0.2708333333333333,0.9861111111111112,0.2708333333333333,1.0,1.0140845070422535,0.00376157407407407,inf
"frozenset({'Embarked', 'Parch'})","frozenset({'classification', 'Fare', 'Pclass'})",0.2708333333333333,0.9861111111111112,0.2708333333333333,1.0,1.0140845070422535,0.00376157407407407,inf
"frozenset({'Parch', 'Pclass'})","frozenset({'Embarked', 'classification', 'Fare'})",0.2708333333333333,0.9861111111111112,0.2708333333333333,1.0,1.0140845070422535,0.00376157407407407,inf
frozenset({'Parch'}),"frozenset({'Embarked', 'classification', 'Fare', 'Pclass'})",0.2708333333333333,0.9861111111111112,0.2708333333333333,1.0,1.0140845070422535,0.00376157407407407,inf
"frozenset({'SibSp', 'Embarked', 'Sex', 'Fare'})",frozenset({'Age'}),0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'Sex', 'Fare', 'Age'})",frozenset({'Embarked'}),0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'Embarked', 'Sex', 'Age'})",frozenset({'Fare'}),0.2986111111111111,0.9861111111111112,0.2986111111111111,1.0,1.0140845070422535,0.004147376543209846,inf
"frozenset({'SibSp', 'Embarked', 'Age', 'Fare'})",frozenset({'Sex'}),0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'Sex', 'Fare'})","frozenset({'Embarked', 'Age'})",0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'Embarked', 'Sex'})","frozenset({'Age', 'Fare'})",0.2986111111111111,0.9861111111111112,0.2986111111111111,1.0,1.0140845070422535,0.004147376543209846,inf
"frozenset({'SibSp', 'Sex', 'Age'})","frozenset({'Embarked', 'Fare'})",0.2986111111111111,0.9861111111111112,0.2986111111111111,1.0,1.0140845070422535,0.004147376543209846,inf
"frozenset({'SibSp', 'Embarked', 'Fare'})","frozenset({'Sex', 'Age'})",0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'Age', 'Fare'})","frozenset({'Embarked', 'Sex'})",0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'Embarked', 'Age'})","frozenset({'Sex', 'Fare'})",0.2986111111111111,0.9861111111111112,0.2986111111111111,1.0,1.0140845070422535,0.004147376543209846,inf
"frozenset({'SibSp', 'Sex'})","frozenset({'Embarked', 'Age', 'Fare'})",0.2986111111111111,0.9861111111111112,0.2986111111111111,1.0,1.0140845070422535,0.004147376543209846,inf
"frozenset({'SibSp', 'Fare'})","frozenset({'Embarked', 'Sex', 'Age'})",0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'Embarked'})","frozenset({'Sex', 'Fare', 'Age'})",0.2986111111111111,0.9861111111111112,0.2986111111111111,1.0,1.0140845070422535,0.004147376543209846,inf
"frozenset({'SibSp', 'Age'})","frozenset({'Embarked', 'Sex', 'Fare'})",0.2986111111111111,0.9861111111111112,0.2986111111111111,1.0,1.0140845070422535,0.004147376543209846,inf
frozenset({'SibSp'}),"frozenset({'Embarked', 'Sex', 'Fare', 'Age'})",0.2986111111111111,0.9861111111111112,0.2986111111111111,1.0,1.0140845070422535,0.004147376543209846,inf
"frozenset({'SibSp', 'classification', 'Sex', 'Fare'})",frozenset({'Age'}),0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'Sex', 'Fare', 'Age'})",frozenset({'classification'}),0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'classification', 'Sex', 'Age'})",frozenset({'Fare'}),0.2986111111111111,0.9861111111111112,0.2986111111111111,1.0,1.0140845070422535,0.004147376543209846,inf
"frozenset({'SibSp', 'classification', 'Age', 'Fare'})",frozenset({'Sex'}),0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'Sex', 'Fare'})","frozenset({'classification', 'Age'})",0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'classification', 'Sex'})","frozenset({'Age', 'Fare'})",0.2986111111111111,0.9861111111111112,0.2986111111111111,1.0,1.0140845070422535,0.004147376543209846,inf
"frozenset({'SibSp', 'Sex', 'Age'})","frozenset({'classification', 'Fare'})",0.2986111111111111,0.9861111111111112,0.2986111111111111,1.0,1.0140845070422535,0.004147376543209846,inf
"frozenset({'SibSp', 'classification', 'Fare'})","frozenset({'Sex', 'Age'})",0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'Age', 'Fare'})","frozenset({'classification', 'Sex'})",0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'classification', 'Age'})","frozenset({'Sex', 'Fare'})",0.2986111111111111,0.9861111111111112,0.2986111111111111,1.0,1.0140845070422535,0.004147376543209846,inf
"frozenset({'SibSp', 'Sex'})","frozenset({'classification', 'Age', 'Fare'})",0.2986111111111111,0.9861111111111112,0.2986111111111111,1.0,1.0140845070422535,0.004147376543209846,inf
"frozenset({'SibSp', 'Fare'})","frozenset({'classification', 'Sex', 'Age'})",0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'classification'})","frozenset({'Sex', 'Fare', 'Age'})",0.2986111111111111,0.9861111111111112,0.2986111111111111,1.0,1.0140845070422535,0.004147376543209846,inf
"frozenset({'SibSp', 'Age'})","frozenset({'classification', 'Sex', 'Fare'})",0.2986111111111111,0.9861111111111112,0.2986111111111111,1.0,1.0140845070422535,0.004147376543209846,inf
frozenset({'SibSp'}),"frozenset({'classification', 'Sex', 'Fare', 'Age'})",0.2986111111111111,0.9861111111111112,0.2986111111111111,1.0,1.0140845070422535,0.004147376543209846,inf
"frozenset({'SibSp', 'classification', 'Sex', 'Embarked'})",frozenset({'Age'}),0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'classification', 'Sex', 'Age'})",frozenset({'Embarked'}),0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'Embarked', 'Sex', 'Age'})",frozenset({'classification'}),0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'classification', 'Age', 'Embarked'})",frozenset({'Sex'}),0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'classification', 'Sex'})","frozenset({'Embarked', 'Age'})",0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
